"id","entity1","entity1_label","relation","entity2","entity2_label","score","sentence","method","entity1_negated","entity1_uncertain","entity1_family","entity1_historical","entity2_negated","entity2_uncertain","entity2_family","entity2_historical","assertion","entity1_cui","entity1_canonical_name","entity1_semantic_group","entity2_cui","entity2_canonical_name","entity2_semantic_group"
"2411","fracture","DISEASE_DISORDER","AFFECTS","junction of the right ischium and pubis","BIOLOGICAL_STRUCTURE","0.8357","Destruction of the right pubic bone by a metabolically active mass, SUVmax up to 4.6 (as previously), with a fracture at the junction of the right ischium and pubis.","biolink_bert","False","False","False","False","False","False","False","False","affirmed","C0016658","Fracture","DISO","","",""
"2414","increased activity","SIGN_SYMPTOM","AFFECTS","band of the intercostal muscles","BIOLOGICAL_STRUCTURE","0.8512","The differential includes an overuse aetiology or superimposed increased activity in the band of the intercostal muscles.","biolink_bert","False","False","False","False","False","False","False","False","affirmed","C0474395","Behavior showing increased motor activity","DISO","C0021724","Structure of intercostal muscle","ANAT"
"2416","CT","DIAGNOSTIC_PROCEDURE","PERFORMED_ON","epigastrium","BIOLOGICAL_STRUCTURE","0.758","Two small foci of metabolic activity, without a clear correlate on the corresponding CT, in the epigastrium anterior to the IVC, SUVmax 4.6 - possibly functional, but there is a potential risk of nodes involved by the underlying process.","biolink_bert","False","False","False","False","False","False","False","False","affirmed","C0026606","Physical activity","ACTI","C0230185","Epigastrium","ANAT"
"2416","SUVmax","DIAGNOSTIC_PROCEDURE","MEASURES","4.6","LAB_VALUE","0.8268","Two small foci of metabolic activity, without a clear correlate on the corresponding CT, in the epigastrium anterior to the IVC, SUVmax 4.6 - possibly functional, but there is a potential risk of nodes involved by the underlying process.","biolink_bert","False","False","False","False","False","False","False","False","affirmed","","","","C4517764","4.6","CONC"
"2417","CT","DIAGNOSTIC_PROCEDURE","PERFORMED_ON","epigastrium","BIOLOGICAL_STRUCTURE","0.8172","Two small foci of metabolic activity, without a clear correlate on the corresponding CT, in the epigastrium anterior to the inferior vena cava, SUVmax 4.6 - possibly functional, but there is a potential risk of nodes involved by the underlying process.","biolink_bert","False","False","False","False","False","False","False","False","affirmed","C0026606","Physical activity","ACTI","C0230185","Epigastrium","ANAT"
"2417","SUVmax","DIAGNOSTIC_PROCEDURE","MEASURES","4.6","LAB_VALUE","0.8326","Two small foci of metabolic activity, without a clear correlate on the corresponding CT, in the epigastrium anterior to the inferior vena cava, SUVmax 4.6 - possibly functional, but there is a potential risk of nodes involved by the underlying process.","biolink_bert","False","False","False","False","False","False","False","False","affirmed","","","","C4517764","4.6","CONC"
"2419","defect","SIGN_SYMPTOM","LOCATED_IN","cortical layer of the left tibia","BIOLOGICAL_STRUCTURE","0.7808","A discreetly active (together with the surrounding area) defect in the cortical layer of the left tibia at 2/3 of its length (i.e. the distal third), SUVmax up to 2.5, previously up to 2.9.","biolink_bert","False","False","False","False","False","False","False","False","affirmed","C1457869","Defect","CONC","","",""
"2419","defect","SIGN_SYMPTOM","LOCATED_IN","distal third","BIOLOGICAL_STRUCTURE","0.7951","A discreetly active (together with the surrounding area) defect in the cortical layer of the left tibia at 2/3 of its length (i.e. the distal third), SUVmax up to 2.5, previously up to 2.9.","biolink_bert","False","False","False","False","False","False","False","False","affirmed","C1457869","Defect","CONC","C0450168","Distal third","CONC"
"2419","SUVmax","DIAGNOSTIC_PROCEDURE","MEASURES","2.5","LAB_VALUE","0.7665","A discreetly active (together with the surrounding area) defect in the cortical layer of the left tibia at 2/3 of its length (i.e. the distal third), SUVmax up to 2.5, previously up to 2.9.","biolink_bert","False","False","False","False","False","False","False","False","affirmed","","","","C3844011","2.5","CONC"
"2419","SUVmax","DIAGNOSTIC_PROCEDURE","MEASURES","2.9","LAB_VALUE","0.7709","A discreetly active (together with the surrounding area) defect in the cortical layer of the left tibia at 2/3 of its length (i.e. the distal third), SUVmax up to 2.5, previously up to 2.9.","biolink_bert","False","False","False","False","False","False","False","False","affirmed","","","","C4517641","2.9","CONC"
"2420","increased tracer accumulation","SIGN_SYMPTOM","CAUSES","destructive lesions","DISEASE_DISORDER","0.8791","Discreetly increased tracer accumulation within the destructive lesions of the proximal epiphysis of the right tibia.","biolink_bert","False","False","False","False","False","False","False","False","affirmed","","","","C1261381","Destructive procedure (surgical)","PROC"
"2420","destructive lesions","DISEASE_DISORDER","AFFECTS","proximal epiphysis of the right tibia","BIOLOGICAL_STRUCTURE","0.8803","Discreetly increased tracer accumulation within the destructive lesions of the proximal epiphysis of the right tibia.","biolink_bert","False","False","False","False","False","False","False","False","affirmed","C1261381","Destructive procedure (surgical)","PROC","C0932431","Proximal epiphysis of tibia","ANAT"
"2421","Blood glucose","DIAGNOSTIC_PROCEDURE","MEASURES","122 mg/dl","LAB_VALUE","0.9282","Blood glucose at the time of radiotracer administration was 122 mg/dl.","biolink_bert","False","False","False","False","False","False","False","False","affirmed","C0005802","Blood Glucose","CHEM","C0439269","mg/dL","CONC"
"2421","PET","DIAGNOSTIC_PROCEDURE","OCCURS_AT","01/02/2022","DATE","0.897","Compared with the PET of 01/02/2022.","biolink_bert","False","False","False","False","False","False","False","False","affirmed","C0031268","Pet Animal","LIVB","","",""
"2428","metabolically active","QUALITATIVE_CONCEPT","INDICATES","sclerotic lesion","DISEASE_DISORDER","0.8357","As previously, a discreetly metabolically active sclerotic lesion in the distal epiphysis of the right femur, 8 mm in diameter, SUVmax 1.0; previously 1.1.","biolink_bert","False","False","False","False","False","False","False","False","affirmed","","","","C0748541","sclerotic lesion","DISO"
"2428","sclerotic lesion","DISEASE_DISORDER","LOCATED_IN","distal epiphysis of the right femur","BIOLOGICAL_STRUCTURE","0.8244","As previously, a discreetly metabolically active sclerotic lesion in the distal epiphysis of the right femur, 8 mm in diameter, SUVmax 1.0; previously 1.1.","biolink_bert","False","False","False","False","False","False","False","False","affirmed","C0748541","sclerotic lesion","DISO","","",""
"2428","sclerotic lesion","DISEASE_DISORDER","INDICATES","1.1","LAB_VALUE","0.8439","As previously, a discreetly metabolically active sclerotic lesion in the distal epiphysis of the right femur, 8 mm in diameter, SUVmax 1.0; previously 1.1.","biolink_bert","False","False","False","False","False","False","False","False","affirmed","C0748541","sclerotic lesion","DISO","C4517491","1.1 (qualifier value)","CONC"
"2428","SUVmax","DIAGNOSTIC_PROCEDURE","MEASURES","1.0","LAB_VALUE","0.8434","As previously, a discreetly metabolically active sclerotic lesion in the distal epiphysis of the right femur, 8 mm in diameter, SUVmax 1.0; previously 1.1.","biolink_bert","False","False","False","False","False","False","False","False","affirmed","","","","","",""
"2429","metabolically active","QUALITATIVE_CONCEPT","INDICATES","sclerotic lesion","DISEASE_DISORDER","0.8405","As previously, a discreetly metabolically active sclerotic lesion in the distal epiphysis of the right femur, 8 mm in diameter, SUVmax 1.1; previously 3.3.","biolink_bert","False","False","False","False","False","False","False","False","affirmed","","","","C0748541","sclerotic lesion","DISO"
"2429","sclerotic lesion","DISEASE_DISORDER","LOCATED_IN","distal epiphysis of the right femur","BIOLOGICAL_STRUCTURE","0.8298","As previously, a discreetly metabolically active sclerotic lesion in the distal epiphysis of the right femur, 8 mm in diameter, SUVmax 1.1; previously 3.3.","biolink_bert","False","False","False","False","False","False","False","False","affirmed","C0748541","sclerotic lesion","DISO","","",""
"2429","sclerotic lesion","DISEASE_DISORDER","INDICATES","3.3","LAB_VALUE","0.8412","As previously, a discreetly metabolically active sclerotic lesion in the distal epiphysis of the right femur, 8 mm in diameter, SUVmax 1.1; previously 3.3.","biolink_bert","False","False","False","False","False","False","False","False","affirmed","C0748541","sclerotic lesion","DISO","C4517688","3.3 (number)","CONC"
"2429","SUVmax","DIAGNOSTIC_PROCEDURE","MEASURES","1.1","LAB_VALUE","0.8443","As previously, a discreetly metabolically active sclerotic lesion in the distal epiphysis of the right femur, 8 mm in diameter, SUVmax 1.1; previously 3.3.","biolink_bert","False","False","False","False","False","False","False","False","affirmed","","","","C4517491","1.1 (qualifier value)","CONC"
"2430","metabolically active","QUALITATIVE_CONCEPT","INDICATES","sclerotic lesion","DISEASE_DISORDER","0.8608","As previously, a discreetly metabolically active sclerotic lesion in the distal epiphysis of the right femur, 8 mm in diameter, SUVmax 2.1; previously 1.0; before that 1.1.","biolink_bert","False","False","False","False","False","False","False","False","affirmed","","","","C0748541","sclerotic lesion","DISO"
"2430","sclerotic lesion","DISEASE_DISORDER","LOCATED_IN","distal epiphysis of the right femur","BIOLOGICAL_STRUCTURE","0.845","As previously, a discreetly metabolically active sclerotic lesion in the distal epiphysis of the right femur, 8 mm in diameter, SUVmax 2.1; previously 1.0; before that 1.1.","biolink_bert","False","False","False","False","False","False","False","False","affirmed","C0748541","sclerotic lesion","DISO","","",""
"2430","sclerotic lesion","DISEASE_DISORDER","INDICATES","1.0","LAB_VALUE","0.8502","As previously, a discreetly metabolically active sclerotic lesion in the distal epiphysis of the right femur, 8 mm in diameter, SUVmax 2.1; previously 1.0; before that 1.1.","biolink_bert","False","False","False","False","False","False","False","False","affirmed","C0748541","sclerotic lesion","DISO","","",""
"2430","sclerotic lesion","DISEASE_DISORDER","INDICATES","1.1","LAB_VALUE","0.8405","As previously, a discreetly metabolically active sclerotic lesion in the distal epiphysis of the right femur, 8 mm in diameter, SUVmax 2.1; previously 1.0; before that 1.1.","biolink_bert","False","False","False","False","False","False","False","False","affirmed","C0748541","sclerotic lesion","DISO","C4517491","1.1 (qualifier value)","CONC"
"2430","SUVmax","DIAGNOSTIC_PROCEDURE","MEASURES","2.1","LAB_VALUE","0.8434","As previously, a discreetly metabolically active sclerotic lesion in the distal epiphysis of the right femur, 8 mm in diameter, SUVmax 2.1; previously 1.0; before that 1.1.","biolink_bert","False","False","False","False","False","False","False","False","affirmed","","","","C4068876","2.1","CONC"
"2431","atrophy","SIGN_SYMPTOM","AFFECTS","muscles of the left lower limb","BIOLOGICAL_STRUCTURE","0.8277","As previously, slight atrophy of the muscles of the left lower limb.","biolink_bert","False","False","False","False","False","False","False","False","affirmed","C0333641","Atrophic","DISO","","",""
"2434","lesion","SIGN_SYMPTOM","AFFECTS","Th12","BIOLOGICAL_STRUCTURE","0.8778","A further lesion in Th12, 16 mm in diameter, SUVmax 4.8; previously 11 mm, without metabolic activity.","biolink_bert","False","False","False","False","False","False","False","False","affirmed","C0221198","Lesion","DISO","","",""
"2438","lymph nodes","BIOLOGICAL_STRUCTURE","LOCATED_IN","32x21 mm","AREA","0.8177","Numerous metabolically active lymph nodes in the left axilla and beneath the pectoral muscles, e.g. measuring 32x21 mm, SUVmax 11.0 - involved by the underlying process.","biolink_bert","False","False","False","False","False","False","False","False","affirmed","C0024204","lymph nodes","ANAT","","",""
"2439","lytic focus","SIGN_SYMPTOM","AFFECTS","body of Th3","BIOLOGICAL_STRUCTURE","0.8637","Moderately metabolically active lytic focus in the body of Th3, measuring 14x11 mm, SUVmax 3.5; previously 15x11 mm, SUVmax 6.0.","biolink_bert","False","False","False","False","False","False","False","False","affirmed","","","","","",""
"2439","lytic focus","SIGN_SYMPTOM","LOCATED_IN","14x11 mm","AREA","0.8726","Moderately metabolically active lytic focus in the body of Th3, measuring 14x11 mm, SUVmax 3.5; previously 15x11 mm, SUVmax 6.0.","biolink_bert","False","False","False","False","False","False","False","False","affirmed","","","","","",""
"2440","Multiple","QUANTITATIVE_CONCEPT","QUANTIFIES","foci of metabolic activity","SIGN_SYMPTOM","0.881","Multiple foci of metabolic activity scattered throughout the skeleton - metastases.","biolink_bert","False","False","False","False","False","False","False","False","affirmed","C0439064","Numerous","CONC","","",""
"2440","foci of metabolic activity","SIGN_SYMPTOM","CAUSES","metastases","DISEASE_DISORDER","0.8462","Multiple foci of metabolic activity scattered throughout the skeleton - metastases.","biolink_bert","False","False","False","False","False","False","False","False","affirmed","","","","C0027627","Neoplasm Metastasis","DISO"
"2441","Multiple","QUANTITATIVE_CONCEPT","QUANTIFIES","foci of metabolic activity","SIGN_SYMPTOM","0.8728","Multiple foci of metabolic activity in the left clavicle","biolink_bert","False","False","False","False","False","False","False","False","affirmed","C0439064","Numerous","CONC","","",""
"2441","foci of metabolic activity","SIGN_SYMPTOM","AFFECTS","left clavicle","BIOLOGICAL_STRUCTURE","0.8241","Multiple foci of metabolic activity in the left clavicle","biolink_bert","False","False","False","False","False","False","False","False","affirmed","","","","C0507157","Left clavicle","ANAT"
"2450","focus","SIGN_SYMPTOM","CAUSES","active underlying process","DISEASE_DISORDER","0.769","Morphologically considerable progression - probably a focus of the active underlying process.","biolink_bert","False","True","False","False","False","True","False","False","uncertain","C0205234","Focal","CONC","","",""
"2452","nodule","DISEASE_DISORDER","LOCATED_IN","lymph node","BIOLOGICAL_STRUCTURE","0.8106","At the border of the left axilla and the breast gland, a discreetly active nodule measuring 9x5 mm, SUVmax 1.0; previously 1.9 - probably also a lymph node; for further observation.","biolink_bert","False","False","False","False","False","True","False","False","uncertain","C0028259","Nodule","DISO","C0024204","lymph nodes","ANAT"
"2452","SUVmax","DIAGNOSTIC_PROCEDURE","MEASURES","1.0","LAB_VALUE","0.8297","At the border of the left axilla and the breast gland, a discreetly active nodule measuring 9x5 mm, SUVmax 1.0; previously 1.9 - probably also a lymph node; for further observation.","biolink_bert","False","False","False","False","False","False","False","False","affirmed","","","","","",""
"2453","nodule","DISEASE_DISORDER","AFFECTS","lymph node","BIOLOGICAL_STRUCTURE","0.8124","At the border of the left axilla and the breast gland, a discreetly active nodule measuring 9x5 mm, SUVmax 1.9 - probably also a lymph node; for observation.","biolink_bert","False","False","False","False","False","True","False","False","uncertain","C0028259","Nodule","DISO","C0024204","lymph nodes","ANAT"
"2453","SUVmax","DIAGNOSTIC_PROCEDURE","MEASURES","1.9","LAB_VALUE","0.8508","At the border of the left axilla and the breast gland, a discreetly active nodule measuring 9x5 mm, SUVmax 1.9 - probably also a lymph node; for observation.","biolink_bert","False","False","False","False","False","False","False","False","affirmed","","","","C4517517","1.9","CONC"
"2454","infiltration","DISEASE_DISORDER","AFFECTS","vertebral body","BIOLOGICAL_STRUCTURE","0.8653","At the L1 level, infiltration from the vertebral body penetrates 5 mm into the spinal canal (ima260); at the L1-3 and Th4 levels there is penetration outside the vertebra.","biolink_bert","False","False","False","False","False","False","False","False","affirmed","C0332448","Infiltration","DISO","C0223084","Body of vertebra","ANAT"
"2454","infiltration","DISEASE_DISORDER","AFFECTS","spinal canal","BIOLOGICAL_STRUCTURE","0.8581","At the L1 level, infiltration from the vertebral body penetrates 5 mm into the spinal canal (ima260); at the L1-3 and Th4 levels there is penetration outside the vertebra.","biolink_bert","False","False","False","False","False","False","False","False","affirmed","C0332448","Infiltration","DISO","C0037922","Spinal Canal","ANAT"
"2454","penetration","DISEASE_DISORDER","AFFECTS","outside the vertebra","BIOLOGICAL_STRUCTURE","0.846","At the L1 level, infiltration from the vertebral body penetrates 5 mm into the spinal canal (ima260); at the L1-3 and Th4 levels there is penetration outside the vertebra.","biolink_bert","False","False","False","False","False","False","False","False","affirmed","C0205321","Penetration","CONC","","",""
"2456","metabolic activity","SIGN_SYMPTOM","CAUSES","destruction","DISEASE_DISORDER","0.8426","Against this background, slight metabolic activity within the destruction of the right pubic bone (SUVmax 4.2) and in the anterior segment of the right 3rd rib (SUVmax 2.2).","biolink_bert","False","False","False","False","False","False","False","False","affirmed","C0025513","Activation, Metabolic","PHYS","C1261381","Destructive procedure (surgical)","PROC"
"2456","metabolic activity","SIGN_SYMPTOM","AFFECTS","anterior segment of the right 3rd rib","BIOLOGICAL_STRUCTURE","0.826","Against this background, slight metabolic activity within the destruction of the right pubic bone (SUVmax 4.2) and in the anterior segment of the right 3rd rib (SUVmax 2.2).","biolink_bert","False","False","False","False","False","False","False","False","affirmed","C0025513","Activation, Metabolic","PHYS","","",""
"2456","destruction","DISEASE_DISORDER","AFFECTS","right pubic bone","BIOLOGICAL_STRUCTURE","0.818","Against this background, slight metabolic activity within the destruction of the right pubic bone (SUVmax 4.2) and in the anterior segment of the right 3rd rib (SUVmax 2.2).","biolink_bert","False","False","False","False","False","False","False","False","affirmed","C1261381","Destructive procedure (surgical)","PROC","C0034014","Bone structure of pubis","ANAT"
"2456","SUVmax","DIAGNOSTIC_PROCEDURE","MEASURES","4.2","LAB_VALUE","0.8505","Against this background, slight metabolic activity within the destruction of the right pubic bone (SUVmax 4.2) and in the anterior segment of the right 3rd rib (SUVmax 2.2).","biolink_bert","False","False","False","False","False","False","False","False","affirmed","","","","C4517758","4.2","CONC"
"2457","node","BIOLOGICAL_STRUCTURE","LOCATED_IN","16x9 mm","AREA","0.8599","Against this background, a node measuring 16x9 mm stands out, SUVmax 12.9; previously measuring 20x14 mm, SUVmax 23.1.","biolink_bert","False","False","False","False","False","False","False","False","affirmed","C0746922","Anatomic Node","ANAT","","",""
"2457","SUVmax","DIAGNOSTIC_PROCEDURE","MEASURES","12.9","LAB_VALUE","0.8898","Against this background, a node measuring 16x9 mm stands out, SUVmax 12.9; previously measuring 20x14 mm, SUVmax 23.1.","biolink_bert","False","False","False","False","False","False","False","False","affirmed","","","","","",""
"2458","lesion","DISEASE_DISORDER","HAS_SYMPTOM","activity","SIGN_SYMPTOM","0.8693","Against this background, a lesion of a more focal character (but not of greater activity) stands out in the region of the end of the femoral stump (at 2 o'clock), SUVmax 6.9 [ima618].","biolink_bert","False","False","False","False","True","False","False","False","negated","C0221198","Lesion","DISO","C0026606","Physical activity","ACTI"
"2458","lesion","DISEASE_DISORDER","DIAGNOSES","SUVmax","DIAGNOSTIC_PROCEDURE","0.8504","Against this background, a lesion of a more focal character (but not of greater activity) stands out in the region of the end of the femoral stump (at 2 o'clock), SUVmax 6.9 [ima618].","biolink_bert","False","False","False","False","False","False","False","False","affirmed","C0221198","Lesion","DISO","","",""
"2458","SUVmax","DIAGNOSTIC_PROCEDURE","MEASURES","6.9","LAB_VALUE","0.8491","Against this background, a lesion of a more focal character (but not of greater activity) stands out in the region of the end of the femoral stump (at 2 o'clock), SUVmax 6.9 [ima618].","biolink_bert","False","False","False","False","False","False","False","False","affirmed","","","","C4517826","6.9","CONC"
"2459","lesion","DISEASE_DISORDER","DIAGNOSES","SUVmax","DIAGNOSTIC_PROCEDURE","0.8715","Against this background, a lesion of a more focal character stands out in the region of the end of the femoral stump (at 2 o'clock), SUVmax 7.3; previously 6.9.","biolink_bert","False","False","False","False","False","False","False","False","affirmed","C0221198","Lesion","DISO","","",""
"2459","SUVmax","DIAGNOSTIC_PROCEDURE","MEASURES","7.3","LAB_VALUE","0.845","Against this background, a lesion of a more focal character stands out in the region of the end of the femoral stump (at 2 o'clock), SUVmax 7.3; previously 6.9.","biolink_bert","False","False","False","False","False","False","False","False","affirmed","","","","","",""
"2459","SUVmax","DIAGNOSTIC_PROCEDURE","MEASURES","6.9","LAB_VALUE","0.8613","Against this background, a lesion of a more focal character stands out in the region of the end of the femoral stump (at 2 o'clock), SUVmax 7.3; previously 6.9.","biolink_bert","False","False","False","False","False","False","False","False","affirmed","","","","C4517826","6.9","CONC"
"2460","benign lesion","DISEASE_DISORDER","DIAGNOSES","CT scans","DIAGNOSTIC_PROCEDURE","0.9069","Most probably a benign lesion; it was also described on the previous CT scans.","biolink_bert","False","True","False","False","False","False","False","False","uncertain","","","","C0040405","X-Ray Computed Tomography","PROC"
"2461","post-traumatic changes","DISEASE_DISORDER","CAUSES","underlying disease","DISEASE_DISORDER","0.8802","Most probably post-traumatic changes on the background of the underlying disease.","biolink_bert","False","True","False","False","False","False","False","False","uncertain","C0394016","Coma, Post-Head Injury","DISO","C4722602","Underlying","DISO"
"2469","disturbance of bone structure","SIGN_SYMPTOM","AFFECTS","right 4th rib","BIOLOGICAL_STRUCTURE","0.8488","Heterogeneous disturbance of bone structure in the right 4th rib in its posterior segment, at the edge of the scapula","biolink_bert","False","False","False","False","False","False","False","False","affirmed","C0262950","Skeletal bone","ANAT","C0205090","Right","CONC"
"2469","disturbance of bone structure","SIGN_SYMPTOM","AFFECTS","scapula","BIOLOGICAL_STRUCTURE","0.8614","Heterogeneous disturbance of bone structure in the right 4th rib in its posterior segment, at the edge of the scapula","biolink_bert","False","False","False","False","False","False","False","False","affirmed","C0262950","Skeletal bone","ANAT","C0036277","Bone structure of scapula","ANAT"
"2470","metabolically active","SIGN_SYMPTOM","ASSOCIATED_WITH","disturbance of bone structure","SIGN_SYMPTOM","0.8147","Heterogeneous, metabolically active disturbance of bone structure in the right 4th rib in its posterior segment, at the edge of the scapula.","biolink_bert","False","False","False","False","False","False","False","False","affirmed","","","","C0262950","Skeletal bone","ANAT"
"2470","disturbance of bone structure","SIGN_SYMPTOM","AFFECTS","right 4th rib","BIOLOGICAL_STRUCTURE","0.8431","Heterogeneous, metabolically active disturbance of bone structure in the right 4th rib in its posterior segment, at the edge of the scapula.","biolink_bert","False","False","False","False","False","False","False","False","affirmed","C0262950","Skeletal bone","ANAT","C0205090","Right","CONC"
"2470","disturbance of bone structure","SIGN_SYMPTOM","AFFECTS","scapula","BIOLOGICAL_STRUCTURE","0.8432","Heterogeneous, metabolically active disturbance of bone structure in the right 4th rib in its posterior segment, at the edge of the scapula.","biolink_bert","False","False","False","False","False","False","False","False","affirmed","C0262950","Skeletal bone","ANAT","C0036277","Bone structure of scapula","ANAT"
"2474","activity","SIGN_SYMPTOM","AFFECTS","vertebrae C1-4","BIOLOGICAL_STRUCTURE","0.8347","Slight activity in vertebrae C1-4, C7; in vertebrae L1-4.","biolink_bert","False","False","False","False","False","False","False","False","affirmed","C0026606","Physical activity","ACTI","C0549207","Bone structure of spine","ANAT"
"2474","activity","SIGN_SYMPTOM","LOCATED_IN","C7","BIOLOGICAL_STRUCTURE","0.8415","Slight activity in vertebrae C1-4, C7; in vertebrae L1-4.","biolink_bert","False","False","False","False","False","False","False","False","affirmed","C0026606","Physical activity","ACTI","C0446417","C7 level","ANAT"
"2474","activity","SIGN_SYMPTOM","LOCATED_IN","vertebrae L1-4","BIOLOGICAL_STRUCTURE","0.8304","Slight activity in vertebrae C1-4, C7; in vertebrae L1-4.","biolink_bert","False","False","False","False","False","False","False","False","affirmed","C0026606","Physical activity","ACTI","C0549207","Bone structure of spine","ANAT"
"2475","activity","SIGN_SYMPTOM","AFFECTS","posterior part of the right scapula","BIOLOGICAL_STRUCTURE","0.844","Slight activity in the posterior part of the right scapula, SUVmax 2.6 (previously 3.2); with accompanying lytic destruction.","biolink_bert","False","False","False","False","False","False","False","False","affirmed","C0026606","Physical activity","ACTI","C0225857","Structure of intercaval sinus","ANAT"
"2475","activity","SIGN_SYMPTOM","QUANTIFIES","SUVmax 2.6","LAB_VALUE","0.862","Slight activity in the posterior part of the right scapula, SUVmax 2.6 (previously 3.2); with accompanying lytic destruction.","biolink_bert","False","False","False","False","False","False","False","False","affirmed","C0026606","Physical activity","ACTI","","",""
"2477","Loss of vertebral body height","SIGN_SYMPTOM","TREATS","observation","THERAPEUTIC_PROCEDURE","0.8815","Loss of vertebral body height - unclear; for observation.","biolink_bert","False","False","False","False","False","False","False","False","affirmed","C0223084","Body of vertebra","ANAT","C0302523","Observation in research","PROC"
"2481","inflammatory","DISEASE_DISORDER","CAUSES","overuse changes","DISEASE_DISORDER","0.8522","The appearance is difficult to interpret: inflammatory and overuse changes are possible.","biolink_bert","False","False","False","False","False","False","False","False","affirmed","C0333348","Inflammatory","CONC","","",""
"2483","metabolic activity","SIGN_SYMPTOM","AFFECTS","paravertebrally","BIOLOGICAL_STRUCTURE","0.8562","Focal metabolic activity paravertebrally in the right 11th rib, with a sclerotic rim, SUVmax 4.2.","biolink_bert","False","False","False","False","False","False","False","False","affirmed","C0025513","Activation, Metabolic","PHYS","C0595816","Paravertebral route","CONC"
"2483","metabolic activity","SIGN_SYMPTOM","AFFECTS","right 11th rib","BIOLOGICAL_STRUCTURE","0.8532","Focal metabolic activity paravertebrally in the right 11th rib, with a sclerotic rim, SUVmax 4.2.","biolink_bert","False","False","False","False","False","False","False","False","affirmed","C0025513","Activation, Metabolic","PHYS","C0205090","Right","CONC"
"2483","metabolic activity","SIGN_SYMPTOM","ASSOCIATED_WITH","sclerotic rim","SIGN_SYMPTOM","0.824","Focal metabolic activity paravertebrally in the right 11th rib, with a sclerotic rim, SUVmax 4.2.","biolink_bert","False","False","False","False","False","False","False","False","affirmed","C0025513","Activation, Metabolic","PHYS","C0036429","Sclerosis","DISO"
"2483","sclerotic rim","SIGN_SYMPTOM","QUANTIFIES","SUVmax 4.2","LAB_VALUE","0.8757","Focal metabolic activity paravertebrally in the right 11th rib, with a sclerotic rim, SUVmax 4.2.","biolink_bert","False","False","False","False","False","False","False","False","affirmed","C0036429","Sclerosis","DISO","","",""
"2484","activity","SIGN_SYMPTOM","LOCATED_IN","pelvis","BIOLOGICAL_STRUCTURE","0.8115","Focal activity in the pelvis (more than 10 foci);","biolink_bert","False","False","False","False","False","False","False","False","affirmed","C0026606","Physical activity","ACTI","C0030797","Pelvis","ANAT"
"2484","more than 10","QUANTITATIVE_CONCEPT","QUANTIFIES","foci","SIGN_SYMPTOM","0.8953","Focal activity in the pelvis (more than 10 foci);","biolink_bert","False","False","False","False","False","False","False","False","affirmed","C0439093","Greater Than","CONC","C0205234","Focal","CONC"
"2485","activity","SIGN_SYMPTOM","AFFECTS","anterior-left edge of the foramen magnum","BIOLOGICAL_STRUCTURE","0.8429","Focal activity at the anterior-left edge of the foramen magnum, measuring 22x11 mm, SUVmax 5.5.","biolink_bert","False","False","False","False","False","False","False","False","affirmed","C0026606","Physical activity","ACTI","C1879707","Anterior Foramen Magnum","ANAT"
"2486","Focal activity","SIGN_SYMPTOM","LOCATED_IN","posterior part","AREA","0.8709","Focal activity in the posterior part of the left scapula, SUVmax 4.4.","biolink_bert","False","False","False","False","False","False","False","False","affirmed","C0026606","Physical activity","ACTI","C0205095","Dorsal","CONC"
"2486","posterior part","AREA","CONTAINS","left scapula","BIOLOGICAL_STRUCTURE","0.918","Focal activity in the posterior part of the left scapula, SUVmax 4.4.","biolink_bert","False","False","False","False","False","False","False","False","affirmed","C0205095","Dorsal","CONC","C0507206","Left scapula","ANAT"
"2487","Focal activity","SIGN_SYMPTOM","LOCATED_IN","posterior part","AREA","0.8697","Focal activity in the posterior part of the right scapula, SUVmax 3.2 (previously 4.4).","biolink_bert","False","False","False","False","False","False","False","False","affirmed","C0026606","Physical activity","ACTI","C0205095","Dorsal","CONC"
"2487","Focal activity","SIGN_SYMPTOM","QUANTIFIES","SUVmax","LAB_VALUE","0.8989","Focal activity in the posterior part of the right scapula, SUVmax 3.2 (previously 4.4).","biolink_bert","False","False","False","False","False","False","False","False","affirmed","C0026606","Physical activity","ACTI","","",""
"2487","posterior part","AREA","CONTAINS","right scapula","BIOLOGICAL_STRUCTURE","0.9218","Focal activity in the posterior part of the right scapula, SUVmax 3.2 (previously 4.4).","biolink_bert","False","False","False","False","False","False","False","False","affirmed","C0205095","Dorsal","CONC","C0507205","Right scapula","ANAT"
"2488","Focal activity","SIGN_SYMPTOM","LOCATED_IN","posterior-superior part","AREA","0.8658","Focal activity in the posterior-superior part of the left iliac bone, 11 mm in diameter, SUVmax 7.8.","biolink_bert","False","False","False","False","False","False","False","False","affirmed","C0026606","Physical activity","ACTI","C0205095","Dorsal","CONC"
"2488","posterior-superior part","AREA","CONTAINS","left iliac bone","BIOLOGICAL_STRUCTURE","0.9101","Focal activity in the posterior-superior part of the left iliac bone, 11 mm in diameter, SUVmax 7.8.","biolink_bert","False","False","False","False","False","False","False","False","affirmed","C0205095","Dorsal","CONC","C0735431","Left ilium","ANAT"
"2489","Focal activity","SIGN_SYMPTOM","LOCATED_IN","posterior segment","AREA","0.8328","Focal activity in the posterior segment of the left 1st rib, SUVmax 4.7, with accompanying lytic destruction.","biolink_bert","False","False","False","False","False","False","False","False","affirmed","C0026606","Physical activity","ACTI","C0348015","Posterior segment","ANAT"
